PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
Malik Beasley,496,23.1,10.9,4,9.3,42.5,2.3,5.9,38.5,0.7,0.8,80,0.4,2.4,2.8,1.3,0.6,0.1,0.8,54.7,56.1
Sam Bowie,511,27.6,10.9,4.2,9.2,45.2,0.1,0.2,30.2,2.5,3.3,74.8,2.3,5.2,7.5,2.1,0.5,1.8,1.9,45.6,51
Joe Smith,"1,030",26.2,10.9,4.2,9.2,45.5,0,0.1,23.8,2.5,3.1,79,2.4,4,6.4,1,0.6,0.8,1.3,45.6,51.3
Phil Hubbard,665,23.9,10.9,4,8.1,49.5,0,0,3.8,2.8,4,70.6,2.3,3.1,5.3,1.3,0.9,0.1,2,49.5,55
Red Rocha,586,29.9,10.9,3.9,10.5,37,-,-,-,3.1,4.1,75.9,-,-,6.6,2,-,-,-,37,44.1
Doc Rivers,864,27.3,10.9,3.8,8.6,44.4,0.4,1.3,32.8,2.8,3.6,78.4,0.7,2.3,3,5.7,1.8,0.4,1.9,46.9,53.4
Ledell Eackles,441,20.2,10.8,4.1,9.2,44.5,0.3,0.9,33.6,2.3,3,76.7,0.8,1.4,2.2,1.7,0.6,0.1,1.4,46.1,51.3
Ricky Rubio,698,29.6,10.8,3.5,9.1,38.8,0.9,2.8,32.4,2.9,3.4,84.3,0.6,3.4,4.1,7.4,1.8,0.1,2.5,43.8,51.1
Herb Williams,"1,102",25.8,10.8,4.6,9.8,46.7,0,0.1,9.5,1.7,2.4,69.6,1.5,4.4,5.9,1.7,0.5,1.5,1.8,46.8,49.9
Larry Siegfried,550,24.8,10.8,3.9,9.5,40.9,-,-,-,3,3.5,85.4,-,-,2.8,3.5,-,-,-,40.9,48.8
Frank Selvy,565,26.4,10.8,3.9,10,39.4,-,-,-,3,4.1,72.8,-,-,3.7,2.8,-,-,-,39.4,46
Herm Gilliam,578,26,10.8,4.7,10.6,44.1,-,-,-,1.5,1.9,79.2,0.9,2.2,3.8,3.8,1.3,0.2,-,44.1,47.4
Robert Covington,614,28.2,10.8,3.6,8.9,40.9,2.1,5.7,36.2,1.5,1.8,81.1,0.9,4.6,5.5,1.4,1.5,0.9,1.4,52.4,55.7
Carl Landry,513,22.5,10.8,4.1,7.6,53.5,0,0.1,30,2.7,3.4,78.5,1.9,3,4.9,0.7,0.4,0.4,1.2,53.6,59.5
Wes Unseld,984,36.4,10.8,4.4,8.7,50.9,0,0,50,1.9,3,63.3,3.5,8.4,14,3.9,1.1,0.6,1.9,50.9,53.7
Jarrett Jack,867,27.8,10.8,3.9,8.9,44,0.7,2.1,34.3,2.3,2.7,85.5,0.3,2.5,2.9,4.6,0.8,0.1,2,48,53.8
Troy Murphy,729,27.3,10.8,3.9,8.8,44.5,0.8,2.2,38.8,2.1,2.7,78.5,1.9,5.9,7.8,1.5,0.7,0.4,1.2,49.3,54.1
Blue Edwards,704,26.1,10.8,4.3,9,47.5,0.4,1.3,33.5,1.8,2.3,77.9,1,2.4,3.4,2,1,0.4,1.7,49.9,53.7
Alec Burks,742,22.5,10.8,3.6,8.6,41.5,1.2,3.1,38.3,2.5,3,80.6,0.6,2.8,3.4,2,0.7,0.2,1.2,48.4,54.2
Arron Afflalo,762,27.3,10.8,3.9,8.7,45,1.1,2.9,38.6,1.8,2.2,82.5,0.4,2.4,2.9,1.8,0.4,0.2,1.1,51.4,55.6
Devin Harris,985,24.3,10.8,3.5,8.2,43.2,0.8,2.6,32.5,2.8,3.6,79.6,0.3,1.9,2.2,3.9,1,0.2,1.7,48.3,55.1
Rod Thorn,466,22.3,10.8,4.2,9.6,43.3,-,-,-,2.4,3.4,72.3,-,-,3.1,2.6,-,-,-,43.3,48.5
Morris Peterson,711,27.2,10.7,3.9,9.2,41.8,1.4,3.8,37.3,1.6,2,77.3,0.8,2.7,3.5,1.5,0.9,0.2,1,49.5,52.9
John Lucas,928,27.5,10.7,4.2,9.4,44.9,0.3,0.9,30.3,2,2.6,77.6,0.5,1.8,2.3,7,1.4,0.1,2.1,46.3,50.9
Ruben Patterson,649,24.6,10.7,4.1,8,51.7,0.1,0.3,17.9,2.4,3.8,64.1,2,2.2,4.2,1.8,1.2,0.4,1.8,52,55.6
Marcus Smart,601,30,10.7,3.6,9.3,38.8,1.6,4.9,32.3,1.9,2.4,77.6,0.8,2.7,3.5,4.6,1.6,0.4,1.9,47.3,51.6
Woody Sauldsberry,462,27.7,10.7,4.7,13.6,34.8,-,-,-,1.2,2,61,-,-,7.8,1.1,-,-,-,34.8,36.9
Mike Miller,"1,032",27,10.6,3.9,8.5,45.9,1.5,3.8,40.7,1.3,1.7,76.9,0.6,3.6,4.2,2.6,0.6,0.2,1.5,55,57.6
Leandro Barbosa,850,21.6,10.6,4,8.7,45.9,1.2,3,38.7,1.5,1.8,82.1,0.4,1.6,2,2.1,0.8,0.1,1.2,52.6,56
Ron Anderson,664,22.8,10.6,4.4,9.4,47.1,0.2,0.6,28.7,1.6,2,81.4,1.3,2.2,3.5,1.4,0.7,0.1,1.1,47.9,51.7
Jack Coleman,633,33.1,10.6,4.4,10.7,41.6,-,-,-,1.7,2.5,69.5,-,-,9.2,2.8,-,-,-,41.6,45.1
Steve Mix,787,23.9,10.6,4.1,8.2,49.8,0,0,28.6,2.5,3.1,80.3,1.9,3.5,5.3,1.8,1.2,0.2,1.3,49.9,55.8
Dario Saric,477,22.8,10.6,3.8,8.5,44.5,1.3,3.7,36.2,1.7,2,83.9,1.4,4,5.4,1.9,0.6,0.2,1.5,52.3,56.4
Paul Pressey,724,27.2,10.6,3.9,8.1,48.5,0.1,0.5,22.2,2.6,3.5,74.9,1.2,2.6,3.9,5.1,1.4,0.6,2.3,49.1,54.8
Terry Mills,678,24.2,10.6,4.2,9.2,45.7,0.8,2,38.4,1.4,1.8,78.1,1.5,3.9,5.4,1.3,0.6,0.4,1.3,50,53.1
Dave Gambee,750,19.6,10.6,3.8,8.9,42,-,-,-,3.1,3.7,82.2,-,-,5.2,1,-,-,-,42,50
Derrick Favors,790,24.3,10.6,4.3,8.1,53.4,0,0.2,19.8,1.9,2.8,66.3,2.4,4.7,7.1,1.1,0.7,1.2,1.3,53.7,56.6
Jim Washington,774,29.3,10.6,4.2,9.4,44.9,-,-,-,2.1,3,70.5,2.1,5.2,8.6,1.4,0.5,0.6,-,44.9,49.4
Andres Nocioni,514,23.4,10.5,3.8,8.7,43.1,1.1,3.1,37.3,1.9,2.3,79.9,0.7,3.8,4.5,1.2,0.4,0.4,1.4,49.7,54.1
Brian Grant,756,28.3,10.5,4.1,8.4,49,0,0,21.4,2.3,3.1,74.6,2.4,5,7.4,1.2,0.6,0.7,1.6,49.1,54
Jason Williams,788,29.4,10.5,3.9,9.8,39.8,1.6,4.8,32.7,1.1,1.4,81.3,0.2,2.1,2.3,5.9,1.2,0.1,2.1,47.9,50.5
Bill Robinzine,529,21.6,10.5,4.1,8.6,48.2,0,0,25,2.2,3,74.9,2.1,4,6.1,1.1,1.1,0.2,2,48.2,53.1
Dana Barros,850,22.9,10.5,3.9,8.4,46,1.3,3.1,41.1,1.5,1.7,85.8,0.3,1.6,1.9,3.3,0.9,0.1,1.4,53.6,57.2
Seth Curry,482,23.5,10.4,3.8,8.1,47.1,1.8,4.2,43.1,1,1.2,86.4,0.3,1.8,2.1,2,0.7,0.1,1,58.1,60.4
George Hill,915,26.8,10.4,3.7,8.1,45.7,1.2,3.1,38,1.9,2.3,80.6,0.6,2.4,3,3.1,0.9,0.3,1.2,52.9,57.3
Walter Dukes,553,26.5,10.4,3.5,9.4,36.9,-,-,-,3.5,5,70,-,-,11.3,1.1,-,-,-,36.9,45.1
Nicolas Batum,"1,053",29.7,10.4,3.7,8.5,43.7,1.6,4.3,36.6,1.4,1.7,83.2,1,4,5,3.3,0.9,0.6,1.5,53,56.4
Rodney Hood,448,24.5,10.4,3.8,9,42,1.4,4,36.6,1.4,1.7,84.1,0.4,2.2,2.6,1.6,0.7,0.2,1,50,53.5
Charlie Villanueva,656,20.7,10.4,4,9.3,43.5,1.1,3.2,34.1,1.2,1.6,77.2,1.2,3.4,4.6,0.8,0.5,0.5,1,49.4,52
Trevor Ariza,"1,118",29.5,10.4,3.7,8.8,42.2,1.4,4.1,35.1,1.5,2.1,73.1,1,3.8,4.8,2.1,1.5,0.3,1.3,50.4,53.5
Don Nelson,"1,053",20.6,10.3,3.8,8,48,-,-,-,2.7,3.6,76.5,1.2,3.1,4.9,1.4,0.3,0.1,-,48,54.4
Elden Campbell,"1,045",24.7,10.3,3.9,8.5,46,0,0,5.4,2.6,3.7,69.9,1.8,4.1,5.9,1.1,0.7,1.5,1.3,46,51.3
Markieff Morris,776,23.6,10.3,4,8.9,44.5,0.8,2.4,34.3,1.5,2,77.8,1.1,3.8,4.9,1.5,0.8,0.5,1.4,49.1,52.6
Ramon Sessions,691,23.3,10.3,3.5,8,43.4,0.3,1,31.6,3.1,3.9,79.1,0.5,2.2,2.7,4.1,0.7,0.1,1.7,45.3,53.1
Chris Gatling,700,19.7,10.3,4,7.8,51.3,0.1,0.3,24.9,2.2,3.4,66,1.8,3.6,5.3,0.7,0.7,0.5,1.5,51.7,55.5
Joe Harris,504,24.4,10.3,3.8,7.8,47.9,2,4.7,43.6,0.7,1,77.1,0.5,2.5,3,1.6,0.5,0.2,1,60.9,62.3
Otto Porter Jr.,527,25.4,10.3,4,8.3,47.7,1.3,3.3,39.7,1.1,1.3,79.7,1.1,3.8,4.9,1.5,1.1,0.4,0.8,55.5,57.8
Sam Lacey,"1,002",31.8,10.3,4.3,9.7,44.1,0,0,18.8,1.7,2.4,73.8,2.2,6.9,9.7,3.7,1.3,1.5,2.2,44.1,48
Randy Foye,752,25.6,10.3,3.6,9,40.1,1.5,4,36.6,1.6,1.9,85.2,0.3,1.9,2.2,2.8,0.7,0.3,1.5,48.2,52.4
George King,411,32.6,10.3,3.7,9.7,38.2,-,-,-,2.9,4.5,64.2,-,-,3.9,4.8,-,-,-,38.2,44.1
Quentin Richardson,783,26.5,10.3,3.7,9.4,39.7,1.5,4.2,35.5,1.3,1.8,71.8,1.2,3.5,4.7,1.5,0.8,0.2,1.1,47.6,50.3
Kelly Olynyk,756,22.6,10.3,3.7,7.6,48.5,1.2,3.2,36.9,1.7,2.2,79.8,1.2,4,5.2,2.4,0.8,0.5,1.6,56.2,60.1
Jerome Kersey,"1,153",24.4,10.3,4.1,8.8,46.5,0.1,0.2,20.1,2,2.9,69,2,3.5,5.5,1.9,1.2,0.7,1.4,46.7,50.8
David Greenwood,823,28.4,10.2,4,8.3,47.7,0,0,13.8,2.3,3.1,76.5,2.3,5.6,7.9,2,0.7,0.9,1.8,47.8,53.2
Marvin Williams,"1,072",28.1,10.2,3.7,8.3,44.3,1,2.7,36.1,1.9,2.4,80.8,1.2,4,5.2,1.3,0.8,0.5,1,50.2,54.8
Mitch Kupchak,510,19.4,10.2,3.9,7.5,52.3,0,0,0,2.3,3.3,70.4,1.9,3.5,5.4,0.7,0.3,0.3,1.6,52.3,56.8
Jack George,506,31.3,10.2,3.8,10.3,36.4,-,-,-,2.7,3.8,70.4,-,-,4.2,4.3,-,-,-,36.4,42.4
Terry Tyler,871,25,10.2,4.4,9.1,48.4,0,0.1,12.2,1.4,2,70.3,1.8,3.5,5.4,1.2,0.9,1.5,1.3,48.5,51.2
Howard Komives,742,27.2,10.2,4,10.3,38.8,-,-,-,2.2,2.6,83,0.2,0.8,2.4,4,0.7,0.1,-,38.8,44.4
Bryant Stith,586,28,10.1,3.4,8.1,42.4,0.5,1.6,32.9,2.7,3.2,84.1,1,2.4,3.4,2,1,0.2,1.3,45.6,53.1
Ersan Ilyasova,825,23,10.1,3.8,8.5,44.3,1.1,2.9,36.7,1.5,1.9,77.7,1.7,4,5.6,1.1,0.7,0.4,1,50.6,54
Taurean Prince,502,24.4,10.1,3.6,8.5,42.4,1.7,4.5,37.6,1.3,1.6,81.1,0.5,3.1,3.6,1.7,0.8,0.4,1.4,52.3,55.3
Loy Vaught,689,24.7,10.1,4.4,8.8,50.4,0,0.1,24.4,1.2,1.7,71.8,2.2,4.9,7.1,0.9,0.7,0.3,1.2,50.6,53
Rafer Alston,671,28.9,10.1,3.7,9.5,38.3,1.5,4.2,35.4,1.3,1.8,72.9,0.4,2.5,2.8,4.8,1.2,0.2,1.8,46.1,49
Jeremy Lamb,573,20.8,10.1,3.7,8.4,43.9,1,3.1,34.2,1.7,1.9,85.7,0.5,3.1,3.6,1.6,0.7,0.4,0.8,50.1,54.5
John Williams,435,25.2,10.1,4.1,9,45.1,0.1,0.7,22.5,1.8,2.6,70.4,1.5,3.6,5.1,2.9,1.3,0.4,1.6,45.9,49.8
Bob Wilkerson,536,27.8,10.1,4.2,9.9,42.5,0,0.1,16.7,1.7,2.2,75.1,1.1,3.1,4.2,3.4,1.3,0.3,2.5,42.6,46.4
Andray Blatche,564,22.1,10.1,4.1,8.8,46.7,0.1,0.4,23.7,1.8,2.4,72.5,1.8,3.5,5.4,1.4,0.9,0.8,1.6,47.2,51.1
Wali Jones,607,23.8,10.1,4.1,10,40.9,-,-,-,2,2.4,80,0,0.5,2.3,3.2,0.4,0,-,40.9,45.8
Ryan Gomes,487,27.6,10.1,3.9,8.7,44.5,0.7,2,34.9,1.7,2.1,79.9,1.3,3.3,4.6,1.5,0.7,0.2,1.1,48.4,52.5
Jack Nichols,455,26.9,10.1,3.9,10.6,36.9,-,-,-,2.3,3,75.5,-,-,6.9,1.9,-,-,-,36.9,42.3
Raef LaFrentz,563,25.8,10.1,4,8.5,46.6,0.8,2.3,36.3,1.3,1.9,71.1,1.8,4.3,6.1,1.1,0.5,1.6,0.9,51.6,54.2
Darius Miles,446,26.3,10.1,4.2,8.9,47.2,0,0.3,16.8,1.7,2.8,59,1.3,3.6,4.9,1.9,0.9,1.1,2,47.4,49.8
Eric Murdock,508,23.4,10.1,3.7,8.5,43.8,0.6,1.7,34.3,2.1,2.6,78.6,0.7,1.8,2.5,4.9,1.6,0.1,2,47.3,52.3
Elfrid Payton,500,26.8,10.1,4.2,9.3,44.7,0.4,1.3,28.7,1.3,2.2,62.3,1,3,4,5.7,1.2,0.3,2.2,46.7,49
Ed Conlin,486,23.4,10.1,3.8,10.4,37,-,-,-,2.4,3.2,75,-,-,4.8,2,-,-,-,37,42.7
Malik Sealy,493,23.8,10.1,3.8,8.9,42.6,0.3,1.1,29.2,2.2,2.7,80.9,1,2.2,3.2,1.7,1.1,0.3,1.4,44.4,50
Connie Dierking,706,21.9,10,4.1,9.7,41.7,-,-,-,1.9,2.8,69.7,-,-,6.7,1.5,-,-,-,41.7,45.8
Nenad Krstic,419,25.2,10,4.1,8.3,49.4,0,0,14.3,1.8,2.5,73,1.8,3.6,5.4,0.8,0.4,0.7,1.2,49.4,53.3
Antonio Davis,903,28.9,10,3.5,7.9,44.8,0,0,8.7,3,4.1,72.7,2.6,4.9,7.5,1.1,0.5,1,1.5,44.8,51.8
Nat Clifton,544,30,10,3.8,10.6,36.1,-,-,-,2.4,3.7,63.3,-,-,8.2,2.5,-,-,-,36.1,40.9
Frank Brickowski,731,22.3,10,3.9,7.6,51.9,0.1,0.2,32.4,2.1,2.8,74,1.4,3.3,4.7,1.9,0.9,0.4,1.9,52.4,56.8
Roy Hibbert,662,24.8,10,4,8.5,46.5,0,0,25,2.1,2.7,75.5,2.3,4,6.3,1.3,0.4,1.7,1.6,46.5,51.4
Jim Price,510,25.1,10,4.2,9.4,44.4,-,-,-,1.6,2,81.5,0.9,2.4,3.1,3.7,1.6,0.3,1.7,44.4,48.5
Harvey Grant,783,26.2,9.9,4.3,9.1,46.9,0.1,0.3,26.7,1.3,1.8,70.9,1.5,2.9,4.4,1.6,0.8,0.5,0.9,47.3,50
Spud Webb,814,24.9,9.9,3.6,7.9,45.2,0.4,1.3,31.4,2.4,2.8,84.8,0.4,1.7,2.1,5.3,1.1,0.1,2,47.7,54.3
Mike Riordan,639,24.9,9.9,4.3,9.2,47,-,-,-,1.2,1.7,74.4,0.9,2.2,2.9,2.4,0.8,0.1,-,47,49.8
Raja Bell,706,28.1,9.9,3.7,8.4,43.4,1.4,3.3,40.6,1.2,1.6,79.9,0.6,2.2,2.8,1.7,0.7,0.2,1,51.4,54.4
Lucious Jackson,522,26.4,9.9,3.8,9.2,41.5,-,-,-,2.2,3.1,72.2,-,-,8.8,1.6,-,-,-,41.5,46.7
Sonny Parker,452,24.2,9.9,4.1,8.2,50.1,0,0,0,1.7,2.2,75.5,1.7,2.4,4.1,2.1,1.4,0.3,1.6,50.1,53.9
Flip Murray,487,22.7,9.9,3.7,9,41.4,0.7,2.2,30.4,1.8,2.5,72.5,0.4,1.7,2.1,2.3,0.8,0.2,1.5,45.2,49.2
Bob Leonard,426,27.3,9.9,3.7,10.6,34.9,-,-,-,2.5,3.3,74.5,-,-,2.9,3.3,-,-,-,34.9,40.9
Marcin Gortat,806,25.7,9.9,4.2,7.7,55.1,0,0,15,1.4,2.1,68,2.2,5.8,7.9,1.1,0.5,1.1,1.2,55.2,57.5
Chucky Atkins,696,24.9,9.9,3.6,8.7,41.2,1.3,3.7,36.4,1.4,1.8,77.2,0.3,1.4,1.7,3.4,0.7,0.1,1.5,48.9,52.2
Jim McElroy,418,24.3,9.9,3.9,8.4,46.8,0,0.1,20.6,2,2.6,76.4,0.6,1.4,2,3.5,0.9,0.3,2.1,46.9,51.8
Mike James,595,24.1,9.9,3.6,8.6,41.7,1.2,3,37.9,1.5,1.9,80.2,0.4,1.9,2.2,3.5,0.8,0.1,1.5,48.4,52.1
Slater Martin,745,35.9,9.8,3.5,9.7,36.4,-,-,-,2.8,3.7,76.2,-,-,3.4,4.2,-,-,-,36.4,43.6
Sedale Threatt,951,23.6,9.8,4.1,8.5,48.5,0.2,0.7,29.3,1.4,1.7,81.5,0.4,1.4,1.8,3.8,1.2,0.1,1.4,49.6,53.1
Dikembe Mutombo,"1,196",30.8,9.8,3.5,6.7,51.8,0,0,0,2.8,4.1,68.4,3.2,7.1,10.3,1,0.4,2.8,1.8,51.8,57.3
B.J. Armstrong,747,23.8,9.8,3.8,8,47.7,0.6,1.4,42.5,1.6,1.9,85.6,0.3,1.5,1.8,3.3,0.7,0.1,1.2,51.3,55.5
Connie Simmons,598,22.9,9.8,3.6,10.4,35.1,-,-,-,2.5,3.7,67.8,-,-,6.2,1.6,-,-,-,35.1,40.8
John Mengelt,636,20.1,9.8,3.8,7.9,47.9,0,0,0,2.2,2.7,80.9,0.4,1.4,1.9,2.1,0.7,0.1,1.4,47.9,53.6
Josh Hart,453,29.2,9.8,3.5,7.7,45.9,1.3,3.6,34.4,1.5,1.9,74.8,1.2,5.4,6.6,2.7,1,0.3,1.3,54,57.1
Rajon Rondo,957,29.9,9.8,4.1,8.9,45.6,0.5,1.4,32.4,1.2,1.9,61.1,1,3.6,4.5,7.9,1.6,0.1,2.7,48.3,50.1
Louis Orr,569,23.5,9.7,3.7,8,46.8,0,0.1,8.3,2.3,2.9,78.7,1.6,2.1,3.7,1.5,0.8,0.3,1.4,46.9,52.7
Gerald Green,658,19.8,9.7,3.5,8.4,41.7,1.5,4.1,36.1,1.3,1.5,81.8,0.5,2,2.5,0.9,0.5,0.3,1.1,50.4,53.5
Marco Belinelli,860,22.7,9.7,3.4,8.1,42.4,1.4,3.8,37.6,1.5,1.7,84.6,0.2,1.8,2.1,1.7,0.6,0.1,1,51.1,55
Bobby Jackson,755,22.2,9.7,3.6,8.7,41.7,0.9,2.6,35.4,1.5,1.9,79.3,0.8,2.3,3.1,2.6,0.9,0.1,1.3,47,50.7
Delonte West,432,27.4,9.7,3.7,8.3,44.8,0.9,2.3,37.2,1.4,1.7,82.6,0.5,2.4,2.9,3.6,1.1,0.4,1.6,50.1,53.8
Leroy Ellis,"1,048",26.3,9.7,4,8.9,44.2,-,-,-,1.8,2.5,72.8,2.8,5.5,8.3,1.3,0.8,0.8,-,44.2,48.4
Aaron Brooks,645,20.8,9.7,3.5,8.5,41.3,1.3,3.4,37,1.4,1.7,83.7,0.4,1.3,1.7,3,0.6,0.1,1.6,48.8,52.5
Kyle Korver,"1,232",25.3,9.7,3.3,7.5,44.2,2,4.6,42.9,1.1,1.2,87.7,0.3,2.7,3,1.7,0.7,0.3,1,57.4,60.2
Anthony Peeler,827,24.7,9.7,3.7,8.8,42.7,1.1,3,38.4,1.1,1.3,79.9,0.7,1.9,2.6,2.4,0.9,0.2,1.2,49.2,51.8
M.L. Carr,604,23.5,9.7,3.9,8.2,47,0.1,0.2,25.6,1.9,2.6,74.6,1.5,2.8,4.3,1.8,1.3,0.4,1.7,47.4,51.9
Charles Oakley,"1,282",31.4,9.7,3.8,8,47.1,0.1,0.2,25.3,2.1,2.7,76.1,3.1,6.5,9.5,2.5,1.1,0.3,2.2,47.4,52.6
Evan Turner,705,26.9,9.7,3.9,9,43.4,0.4,1.3,29.4,1.5,1.9,78.2,0.6,4.1,4.6,3.5,0.8,0.3,1.8,45.5,49.3
A.C. Green,"1,278",28.6,9.6,3.6,7.2,49.4,0.1,0.4,25.4,2.4,3.3,73.4,2.6,4.8,7.4,1.1,0.8,0.4,1.1,50.1,55.7
Andrew Bogut,706,28.1,9.6,4.2,7.9,53.5,0,0,12,1.2,2.1,55.7,2.5,6.2,8.7,2.2,0.6,1.5,1.7,53.5,54.5
Rick Fox,930,25.5,9.6,3.6,8.1,45,0.8,2.4,34.9,1.5,2,77,1.1,2.7,3.8,2.8,1,0.4,1.7,50.1,53.8
Mark Jackson,"1,296",30.2,9.6,3.7,8.3,44.7,0.6,1.7,33.2,1.7,2.2,77,1,2.8,3.8,8,1.2,0.1,2.4,48.1,52.2
Trey Burke,498,20.9,9.6,3.7,9,41,1.1,3.3,34.5,1.1,1.3,81,0.3,1.4,1.8,3.1,0.6,0.1,1.1,47.3,50
Blair Rasmussen,532,21.4,9.6,4.2,9,47.2,0,0.1,25.7,1.2,1.5,76.7,1.7,3.9,5.7,0.9,0.4,0.9,0.9,47.3,50
Doug West,676,24.6,9.6,3.9,8.1,48.1,0.1,0.3,19.1,1.7,2.2,80.1,0.8,1.7,2.5,1.9,0.7,0.3,1.2,48.4,52.9
Courtney Lee,811,27.1,9.6,3.7,8.1,45.1,1.1,2.8,38.8,1.2,1.4,85.3,0.4,2.2,2.6,1.7,1,0.3,0.9,51.8,54.9
Thomas Sanders,916,24.2,9.6,3.7,8.7,42.8,-,-,-,2.1,2.8,76.7,-,-,6.3,1.1,-,-,-,42.8,48.2
Pat Cummings,683,21.3,9.6,4,8.1,49.7,0,0,0,1.6,2.1,73.7,1.7,3.9,5.6,1.2,0.5,0.3,1.7,49.7,53.2
Mike McGee,520,17.8,9.6,4,8.2,48.7,0.6,1.7,35.3,0.9,1.6,59.7,1,1.1,2.1,1.2,0.7,0.1,1.2,52.3,53.5
CJ Miles,849,20.4,9.6,3.4,8.3,41.1,1.5,4.1,35.8,1.3,1.6,80.9,0.4,1.9,2.4,1.1,0.7,0.3,0.9,50,53.3
Allen Leavell,700,23.2,9.5,3.6,8.1,45,0.2,0.9,23.4,2.1,2.5,83.4,0.4,1.2,1.7,4.8,1.3,0.2,1.9,46.2,52
Kyle Macy,551,25.9,9.5,3.9,7.9,50.1,0.3,1,33.8,1.3,1.5,87.3,0.6,1.6,2.2,4,1.1,0.1,1.3,52.3,55.9
Curtis Perry,480,28.4,9.5,4,8.7,45.5,-,-,-,1.6,2.3,69.9,3.2,6.1,8.8,1.9,1.2,0.9,1.4,45.5,49
Marcus Camby,973,29.5,9.5,3.9,8.3,46.6,0,0.1,20.5,1.8,2.6,67,2.7,7.1,9.8,1.9,1,2.4,1.4,46.8,50.3
JJ Hickson,534,22.3,9.5,3.8,7.6,50.5,0,0,0,1.8,3,61.7,2.2,4.6,6.8,0.8,0.5,0.6,1.4,50.5,53.4
Len Chappell,591,17.9,9.5,3.7,8.3,45.2,-,-,-,2,2.9,69.1,-,-,5.3,0.7,-,-,-,45.2,49.7
Darwin Cook,612,23.1,9.5,4.1,8.9,45.3,0.1,0.5,19.6,1.3,1.7,76.4,0.7,1.4,2.1,3.7,1.7,0.3,1.8,45.8,49
Grant Long,"1,003",28.4,9.5,3.5,7.4,46.7,0.1,0.3,28.3,2.5,3.3,76.1,2.2,4,6.1,1.7,1.2,0.4,1.6,47.2,53.6
D.J. Augustin,976,23.4,9.5,3.1,7.4,41.2,1.3,3.4,38.1,2.1,2.4,86.7,0.3,1.6,1.8,3.9,0.6,0,1.5,49.9,55.8
Calbert Cheaney,825,26.7,9.5,4.1,8.8,46.6,0.2,0.8,29.8,1.1,1.6,69.1,0.9,2.3,3.2,1.7,0.8,0.2,1.2,48,50.2
Kevin Gamble,649,22.4,9.5,3.9,7.9,50.2,0.4,1,36,1.2,1.5,81,0.6,1.7,2.2,2,0.7,0.3,0.9,52.4,55.5
Pervis Ellison,474,24.5,9.5,3.9,7.6,51,0,0,5,1.8,2.6,68.9,2.3,4.4,6.7,1.5,0.6,1.6,1.7,51,54.6
Keith Erickson,766,24.6,9.5,3.9,9,43.5,-,-,-,1.6,2.1,76.9,1.3,3.5,4.5,2.6,0.9,0.2,-,43.5,47.5
Anthony Morrow,564,21.8,9.4,3.5,7.8,44.7,1.4,3.4,41.7,1.1,1.2,88,0.5,1.6,2.2,0.9,0.6,0.1,0.7,53.9,56.9
Mark Olberding,865,25,9.4,3.3,6.6,49.1,0,0,12.2,2.9,3.6,81.1,1.4,3.8,5.2,2.5,0.7,0.3,1.9,49.2,57.3
Hakim Warrick,526,20.2,9.4,3.4,6.9,49,0,0.2,19.1,2.6,3.6,72.6,1.3,2.7,4,0.8,0.4,0.3,1.2,49.3,55.5
Johnny Moore,520,25.8,9.4,3.8,8.4,46,0.2,0.7,25.1,1.5,2.2,71.2,0.8,2.2,3,7.4,2,0.2,2.2,47.1,50.5
Tyrone Hill,801,27.9,9.4,3.5,7,50.2,0,0,0,2.3,3.6,64.3,3,5.6,8.6,0.8,0.8,0.5,1.6,50.2,54.4
Paul Silas,"1,254",27.9,9.4,3.4,7.9,43.2,0,0,0,2.5,3.8,67.3,3.6,5.6,9.9,2.1,0.6,0.2,1.4,43.1,48.9
Tom Burleson,446,21.1,9.4,3.5,7.9,44.5,0,0,0,2.4,3.3,72.6,2.1,4.2,6.3,1.3,0.7,1.3,1.2,44.5,50.3
Winston Garland,511,26.2,9.4,3.7,8.7,43,0.1,0.5,28.1,1.8,2.1,83,0.8,2,2.8,4.7,1.3,0.2,1.9,43.8,48.7
Paul Seymour,622,30.1,9.4,3.3,9.4,35,-,-,-,2.8,3.6,79.2,-,-,3.1,3.8,-,-,-,35,42.9
Rickey Green,946,24.6,9.4,3.8,8.1,46.9,0,0.2,20.7,1.7,2.2,80.7,0.5,1.4,1.9,5.5,1.4,0.1,1.7,47.1,51.8
Jeff McInnis,576,27.7,9.4,3.8,8.8,43.1,0.5,1.6,32.8,1.2,1.6,79.6,0.4,1.6,2,4.4,0.6,0.1,1.4,46.1,49.3
Tom Henderson,650,27.2,9.4,3.7,8.6,43.3,0,0,0,1.9,2.6,73.9,0.6,1.7,2.3,4.8,1.2,0.1,1.7,43.3,48
Jim Fox,743,23.3,9.3,3.5,7.3,47.9,-,-,-,2.3,3,77,1.9,4.1,7.4,1.6,0.5,0.3,-,47.9,53.9
Jae Crowder,803,25,9.3,3.2,7.7,41.9,1.5,4.4,34.8,1.4,1.8,77.7,0.7,3.5,4.2,1.6,1,0.3,0.8,51.8,55.1
Luke Ridnour,830,26.1,9.3,3.5,8.2,43.1,0.7,2,34.9,1.6,1.8,86.2,0.4,1.8,2.3,4.5,1,0.2,1.6,47.4,51.9
